301|300|Александр|17.09.2014|Перестал заряжаться аккумулятор на ноутбуке sony VPCSB2A7R (не чувствует зарядник). В какой из ваших офисов лучше обратиться?|Обратитесь в офис на Павелецкой.|user301@mail.ru
302|300|Егор|16.09.2014|Здравствуйте!сколько денег будет стоить замена межплатного шлейфа на нокию n93?| |user302@mail.ru
303|300|АРТЕМ|13.09.2014|ДОБРЫЙ ДЕНЬ, NOKIA N95 8GB. КАК ПРОШИТЬ,СООБЩИТЕ, БЛАГОДАРЮ,|День добрый. Nokia N95 8Gb прошивается через специальный программатор. Можете обратиться в любую нашу мастерскую. Стоимость 700 руб.|user303@mail.ru
304|300|Игорь|11.09.2014|Добрый день .Сколько будет стоить ремонт навигатора проледжи сломалось гнездо зарядного устройства.И можно ли что бы курьей забрал аппарат на ремонт и доставил обратно| |user304@mail.ru
305|300|Кристина|11.09.2014|Здравствуйте! Скажите, пожалуйста, Вы восстанавливаете информацию с жесткого дика? Сколько это займет по времени и сколько это будет стоить?|Работа по восстановлению данных всегда индивидуальная. Ее тонкости нужно обсуждать непосредственно с мастером. Обратитесь в офис на Павелецкой.|user305@mail.ru
306|300|Андрей|10.09.2014|Здравствуйте, скажите пожалуйста, можно ли у вас приобрести дисплей к телефону philips xenium x100?| |user306@mail.ru
307|300|Алёна|09.09.2014|Добрый день! Скажите пожалуйста, у вас осуществляется переустановка системы Windows 7 на нетбуке?|Да конечно. Можете обратиться в любую нашу мастерскую.|user307@mail.ru
308|300|Руслан|08.09.2014|Добрый день Сколько будет ремонт (пеерпайка) кнопок Nokia Lumia 520? Перестали реагировать на нажим. Какая цена?|Если имеете ввиду боковые кнопки, то они расположены на шлейфе. Если менять шлейф то будет стоить 1400 руб. Диагностика бесплатная.|user308@mail.ru
309|300|Дмитрий|08.09.2014|Добрый день!Телефон Samsung GT-I8262, не заряжается, не показывает подключения к зарядному устройству, наверное поврежден разъем зарядки. Прошу уточнить стоимость услуг и запчасти. Спасибо!| |user309@mail.ru
310|310|Константин|05.09.2014|сколько стоит замена стекла на  htc legend?Спасибо..|Замена сенсорного стекла (тачскрина) HTC Legend - 2200 руб.|user310@mail.ru
311|310|Сергей|29.08.2014|подскажите пожалуйста, что с телефоном, если вместо приветственной анимации его дисплей переливается всеми цветами радуги, а дальнейшее включение не происходит?| |user311@mail.ru
312|310|Олег|29.08.2014|Есть ли у Вас возможность заменить вышедшую из строя заднюю крышку телефона Nokia 700?|Только под заказ в цвет. В течении 3-х дней.|user312@mail.ru
313|310|ИГОРЬ|26.08.2014|сломался мобильный телефон samsung sgh d900i. вызовы принимает, а сдвигаешь - не светится экран дисплея. сколько стоит отремонтировать и срок ремонта?|Слайдер скорее всего надо менять. 1000 руб.|user313@mail.ru
314|310|Игорь|26.08.2014|samsung sgh D900iтелефон работает, принимает вызовыю Но не светится экран дисплея.|На 99% дело в шлейфе. Замена шлейфа Samsung D900i - 1000 руб., оригинальная запчасть.|user314@mail.ru
315|310|Сергей|21.08.2014|Здравствуйте! Сколько будет стоить ремонт мобильного телефона Siemens CX75? То не включается, то включается (если включается, начинается поиск сети, безрезультатно)|600 руб. примерно.|user315@mail.ru
316|310|Ибрагим|20.08.2014|Добрый день. Есть Velocity 4G X710s (так написано под крышкой). Однажды утром просто не включился. От шнура не заряжается. Зарядил батарею лягушкой, включился, но завис на логотипе HTC с белым экраном. Есть ли смысл его ремонтировать? И возможно ли это?|Надо смотреть. Ремонт примерно будет стоить 1500-2000 руб.|user316@mail.ru
317|310|Миша|19.08.2014|Здравствуйте, сколько стоит поменять экран на sony xperia play???|На данный момент 2500 руб.|user317@mail.ru
318|310|Евгений|18.08.2014|Самсунг гелакси ТАБ10.1 - зависает, останавливаются приложения! Перепрошивка поможет? С какой вероятностью? Сохранятся ли данные (фото, видео, контакты и анкауты в соц.сетях)|Перепрошивка скорее всего поможет, но данные не сохраняются. Сохранить данные не проблема.|user318@mail.ru
319|310|Екатерина|17.08.2014|Добрый день! Подскажите пожалуйста, я разбила стекло на планшете, сенсор не отвечает! хотелось бы узнать возможно ли заменить стекло и сенсор в течении одного дня и сколько это будет стоить! Планшет фирмы ASUS, экран 10 дюймов!! заранее спасибо!| |user319@mail.ru
320|320|Виталий|16.08.2014|Здравствуйте, у меня телефон Нокиа c7-00, проблема такая, теряется сотовая связь как сообщает телефон, хотя на дисплее высвечено, что связь наличествует. Во сколько это может обойтись?| |user320@mail.ru
321|320|Владимир|13.08.2014|Добрый день.Подскажите, сколько будет стоить замена матрицы дисплея в планшете asus tf300t (деталь + замена). Тач работает, но на активном экране видны черные пятна + видно трещины под стеклом. Спасибо.| |user321@mail.ru
322|320|Руслан|12.08.2014|Добрый день. Никак не могу найти корпус  либо переднюю панель со стеклом от телефона samsaung gt-b2710.  Готов либо отдать на замену в вашем сервисе или приобрести как зап.часть.  Спасибо.|Добрй день. Постараемся найти корпус или переднюю панель. Приблизительно будет стоить 800 - 1400 руб. вместе с заменой. В течении недели, по предоплате.|user322@mail.ru
323|320|Алексей|05.08.2014|поменять корпус на телефоне sony xperia z1, цвет черный. сколько стоит и срок исполнения работы.|Добрый день. По замене корпуса sony xperia z1 много различных вариаций. С таким ремонтом лучше обратитесь в любую из наших мастерских.|user323@mail.ru
324|320|Дмитрий|21.07.2014|Меня частенько плохо слышат собеседники,но я обратил внимание на такую вещь,когда я нажимаю на корус крышки в области камеры все налаживается.....Какая может быть причина и сколько будет стоить?|Добрый день. Возможно у вас плохой контакт, нужно перебрать ваш аппарат. Стоимость в зависимости от марки и модели. Обратитесь в любую из наших мастерских.|user324@mail.ru
325|320|Ия|21.07.2014|Постирала iPhon 4S. Что-то можно еще с ним сделать?Спасибо!|Добрый день. С такой проблемой нужно скорее его принести к нам. Возможно чистка от коррозии и пропайка помогут вашему iphone 4S. Диагностика у нас бесплатная.|user325@mail.ru
326|320|Максим|17.07.2014|HTC desire 501 потерялась крышка батарейного отсека| |user326@mail.ru
327|320|Евгений|17.07.2014|Sony Ericson X-10 Стекло целое экран разбит Сколько стоит замена и сколько это займёт время? Качество экрана?|Качество оригинал. Цена на сайте 2600. Если с утра принесёте то  вечером заберёте отремонтированный телефон..|user327@mail.ru
