51|50|илья|11.09.2017|Скажите, пожалуйста. Сколько будет стоить ремонт телефона: замена стекла (разбито полностью), возможно в этом случае и дисплея (телефон Алкатель), сколько будет стоить воссоединение контакта в телефоне (телефон Алкатель), но другой модели.|Необходимо знать точную модель Alcatel. Практически все модели приведены у нас на сайте. Контакты, если вы создавали аккаунт, должны храниться на gmail.com.|user51@mail.ru
52|50|Ольга|04.09.2017|Добрый день! Подскажите пожалуйста сколько будет стоить замена экрана на Xiaomi Redmi Note 3 Pro (все работает, только трещины на экране)?|Замена дисплея и сенсорного стекла (модуля) на Xiaomi Redmi Note 3 Pro будет стоить 3000 руб.|user52@mail.ru
53|50|Геннадий|01.09.2017|Здравствуйте сколько стоит экран консоль dexp skadi|На данную модель у нас нет экранов|user53@mail.ru
54|50|Анастасия|01.09.2017|Добрый день!Ремонтируете ли вы планшеты Supra?Спасибо.|Да. Мы занимаемся ремонтом планшетов Supra|user54@mail.ru
55|50|Питер Скотт|02.08.2017|Добрый день,Сколко времени займёт замена дисплея iPhone 6?C уважением,Питер|Замена дисплея на iphone 6 займет 30 минут|user55@mail.ru
56|50|Евгения|16.07.2017|Добрый день.Занимаетесь ли вы ремонтом внешних жестких дисков? Проблема с диском Toshiba: при подключении к ПК, ПК видит и находит диск, но зависает на этапе его открытия.Заранее спасибо за ответ.|Занимаемся. Надо смотреть. |user56@mail.ru
57|50|Влад|16.07.2017|замена тачскрина на teclast tpad 98 4g(M1E5)шлейф MJK-0767 HNH 2017.03.30 FLT|У нас таких запчастей нет. Вашу заменим в пределах 1500 руб., в зависимости от сложности сборки планшета.|user57@mail.ru
58|50|Сергей|13.07.2017|Добрый день, подскажите стоимость замены экрана на электронных книгах pocketbook 515 и lbook vreader3+|Замена матрицы (экрана) на Pocketbook 515 будет стоить 3500 руб. lbook необходимо разбирать чтобы увидеть партномер. |user58@mail.ru
59|50|Василий|11.07.2017|Добрый день. Сколько будет стоить замена разъема для зарядки и разъема для наушников. Телефон: Xiaomi Redmi Note 2.| |user59@mail.ru
60|60|алексей|06.07.2017|лопнул экран на покетбук 622 сколько стоит ремонт и как долго, подъехать могу в суботу| |user60@mail.ru
61|60|Максим|21.06.2017|При включении на экране война микробов, или рябит одним цветом, сегодня работал норм но через час опять заморгал.| |user61@mail.ru
62|60|Дмитрий|02.06.2017|Здравствуйте! Подскажите пожалуйста, сколько будет стоить чистка ноутбука от пыли. Вместе с заменой термопасты. Уменя ноутбук Asus.|В среднем полная чистка и замена термопасты на ноутбуке Asus стоит 2000 руб. Цена может быть выше в зависимости от модели ноутбука (сложность разборки).|user62@mail.ru
63|60|ПАВЕЛ|02.06.2017|Здравствуйте подскажите пожалуйста сколько будет стоить замена аккумулятора на телефон Sony z3 compact?|Замена аккумулятора на Sony Xperia Z3 Compact D5803 стоит 2000 руб., в течение 40 минут|user63@mail.ru
64|60|Андрей|31.05.2017|Добрый вечер у меня на samsung galaxy s3 по видимому вышел из строя разъем зарядки. Сколько будет стоить замена и как быстро?|Замена разъема зарядки micro usb на samsung i9300 стоит 1200 руб., заменим в течение 40 минут|user64@mail.ru
65|60|игорь|20.01.2017|добрый день,у вас есть в наличии на замену дисплей на samsung galaxy tab pro sm-t325| |user65@mail.ru
66|60|Иван|27.12.2016|Добрый день!Сколько будет стоить замена стекла в meizu m3s?|Замена стекла Meizu M3s стоит 3000. Заменим в день обращения.|user66@mail.ru
67|60|Антон|22.12.2016|Samsung galaxy core prime. Здраствуйте,при подключении наушников, левый наушник не воспроизводит. Возможно ли починить? И сколько по времени это займет? Приблизительная цена,| |user67@mail.ru
68|60|валентин|20.12.2016|добрый день! тел Prestigio MultiPhone PSP3509DUO делаете|Да мы производим ремонт Prestigio MultiPhone PSP3509DUO.|user68@mail.ru
69|60|Геннадий|14.12.2016|Здравствуйте! Возникла проблема с телефоном ZTE Nubia Z9 max - перестал работать мобильный интернет. Замена симки и откат к заводскому состоянию проблему не решили. Также обозначилась проблема с SD-картой. При ее подключении начинает тормозить, содержимое отображает со скрипом, но не воспроизводит (видео/фото). Подскажите, это проблема аппаратного характера или необходимо перепрошить? Цена вопроса того и другого?|Вероятнее всего потребуется перепрошить ваш аппарат - 1200 руб.|user69@mail.ru
70|70|Дмитрий|12.12.2016|Добрый день! Сколько будет заменить USB-разъем на Lenovo a-5500?| |user70@mail.ru
71|70|Вячеслав|07.12.2016|Сколько будет стоить замена микрофона в Nokia C5-03 (работа+запчасть)?|Замена микрофона в Nokia C5-03 будет стоить 800 руб.|user71@mail.ru
72|70|Владимир|28.11.2016|Если у меня на планшете стоит литий ионный акомулятор можно заменить на полимерный?|Смотря какой у вас планшет. А так все возможно. Если сможем подобрать по размерам. Только не понятно зачем это вам.|user72@mail.ru
73|70|Аня|22.11.2016|Добрый день! Телефон lg nexus 4 , упал и не работает сенсор на половине экрана, само стекло целое.Сколько будет стоить ремонт?|Потребуется полная замена модуля дисплея и сенсорного стекла lg e960 - 4800 руб.|user73@mail.ru
74|70|Юрий|19.11.2016|Планшет Digma Plane 10.5 3G исправен,хорошо работает,но из-за не аккуратного обращения сломан разъём зарядки микро USB.Требуется его замена.Работаете ли Вы с такой моделью и сколько будет стоить его замена?Спасибо.|Замена разъема зарядки на планшете Digma Plane 10.5 3G стоит 1200 руб., в течение часа.|user74@mail.ru
75|70|Катя|06.10.2016|Сколько будет стоить ремонт телефона lenovo A536? Треснул экран,но всё работает|Скорее всего у вас треснуло стекло, замена сенсорного стекла (тачскрина) на Lenovo A536 будет стоить 1600 руб. Но если все же треснул экран, то его замена будет стоить 2000 руб.|user75@mail.ru
76|70|Артем|04.10.2016|Здравствуйте, сколько примерно ремонт утопленника(xiaomi redmi note 3)?|Восстановление аппарата после попадания влаги от 1200 до 3000 руб.|user76@mail.ru
77|70|Евгения|29.09.2016|Добрый вечер. Подскажите, пожалуйста, если на дисплее для iPhone черные плоский шнурочек (шлейф), который отвечает за тач, немного порвался, это влияет на работоспособность тача? Спасибо.|Если сенсор на Iphone не работает, либо работает не корректно, то влияет, конечно. И в таком случае потребуется полная замена дисплея и тачскрина на вашем iphone.....|user77@mail.ru
